@relation predic
@attribute len real
@attribute nonsynvar real
@attribute synvar real
@attribute issuespe {1, 0}
@attribute expr real
@attribute reptime real
@attribute hi real
@attribute rec real
@attribute constaint_score real
@attribute Genic_score real
@attribute tr_count_all real
@attribute GC_content real
@attribute tr_coding_only_length real
@attribute Non_Conding_tr_count real
@attribute case {no,yes}
@data
0.982,10.0,8.0,0,18.98715,198.0,0.35411,0.11039,1.702894969,-0.1174323893,26,48.61,29585.166666666668,20,no
1.231,18.0,6.0,0,4.99049,471.0,0.09489,0.1796,1.926377573,0.749657564,14,38.94,66224.42857142857,7,no
1.12,27.0,19.0,0,2.07783,628.0,0.18461,0.10522,-0.736070101,-0.5547175049,10,53.16,8100.8,5,no
5.867,55.0,36.0,0,20.288,184.0,0.08973,0.07662,2.849987729,-0.654057602,3,42.89,129677.33333333333,0,no
1.991,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,2,53.37,8949.0,0,no
0.311,1.0,2.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,36.89,0.000001,0,no
0.258,1.0,2.0,0,0.8246,1023.0,0.9059,0.12378,0.000001,0.1012116093,7,39.71,14339.0,5,no
0.332,3.0,3.0,0,15.03606,267.0,0.000001,0.000001,0.000001,-0.0310671881,7,57.71,7104.0,6,no
1.994,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,3,43.92,9016.5,1,no
1.988,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1,53.13,10414.0,0,no
1.994,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,3,53.1,10496.0,1,no
0.979,14.0,14.0,0,7.49108,159.0,0.12971,0.11434,0.576943812,0.1507602306,15,44.41,16878.222222222223,6,no
1.994,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,3,53.32,7249.666666666667,0,no
1.994,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,6,48.92,8544.333333333334,3,no
1.892,1.0,1.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,12,47.09,25690.666666666668,9,no
0.782,17.0,6.0,0,1.17356,372.0,0.03391,0.09745,-1.042255137,0.439181676,11,43.46,54313.5,5,no
1.994,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1,53.12,10436.0,0,no
0.301,1.0,2.0,0,3.71992,639.0,0.68416,0.11388,0.000001,-0.0310671881,10,39.73,4976.0,3,no
2.42,24.0,25.0,0,9.39215,254.0,0.15762,0.11158,2.45722878,-0.5088054896,24,43.44,63057.769230769234,11,no
0.445,4.0,4.0,0,12.94357,210.0,0.32735,0.16306,0.766394856,-0.2515300117,6,56.37,13385.25,2,no
0.329,4.0,5.0,0,3.03635,258.0,0.13984,0.15588,0.000001,-0.1633450269,1,41.66,22762.0,0,no
0.313,0.0,0.0,0,25.09866,183.0,0.49562,0.11809,0.000001,0.1893982981,7,48.13,9588.666666666666,6,no
0.422,6.0,3.0,0,7.05837,277.0,0.57135,0.13167,0.000001,-0.0531135452,5,42.96,13368.0,3,no
1.892,2.0,1.0,0,5.42657,234.0,0.000001,0.000001,0.000001,0.000001,7,47.08,63591.25,3,no
2.868,62.0,27.0,1,2.16191,860.0,0.44263,0.14397,-1.016929432,0.0109925208,4,51.23,21046.333333333332,1,no
4.088,82.0,52.0,0,5.9341,318.0,0.09203,0.08985,0.56190947,0.957091004,7,53.78,43411.333333333336,4,no
2.753,59.0,25.0,1,3.37002,408.0,0.000001,0.000001,-1.126068546,0.321464691,17,43.76,53999.142857142855,10,no
2.871,33.0,10.0,0,8.06617,270.0,0.0594,0.16845,-0.156026132,0.8028458566,7,40.18,60117.0,3,no
2.462,14.0,13.0,0,13.0672,191.0,0.000001,0.000001,0.000001,0.2628100446,6,55.0,3601.0,2,no
2.613,69.0,55.0,1,17.74224,236.0,0.09192,0.11495,-0.527471958,0.3949000157,10,63.04,6125.5,4,no
1.527,26.0,15.0,1,5.63924,525.0,0.000001,0.000001,0.725253461,-0.288341872,10,45.85,11224.2,5,no
1.087,20.0,6.0,0,4.68055,548.0,0.06432,0.09973,1.713286438,0.2187175749,3,52.69,5612.0,0,no
1.461,7.0,6.0,0,6.97417,534.0,0.20513,0.11371,1.641816831,-0.0274281004,12,40.06,77870.42857142857,5,no
4.343,45.0,25.0,0,10.09546,138.0,0.25924,0.19965,2.081374376,-1.1261428081,21,40.0,86159.28571428571,14,no
1.746,37.0,7.0,1,8.47663,227.0,0.11804,0.1054,0.098313071,0.8671666658,12,52.15,2821.25,8,no
0.719,7.0,8.0,0,14.16161,231.0,0.27397,0.13981,1.871096977,0.237127192,8,51.65,8382.0,5,no
1.702,13.0,7.0,0,1.77548,462.0,0.13125,0.10723,1.919717935,-0.0274281004,10,38.39,65269.71428571428,3,no
3.702,57.0,19.0,0,16.51143,225.0,0.33515,0.13487,-0.785494392,-0.3894857866,16,46.5,9347.25,12,no
1.374,13.0,11.0,0,14.23559,169.0,0.14706,0.11092,1.981665082,0.5512329437,7,59.4,3096.0,4,no
3.995,73.0,41.0,0,9.25111,223.0,0.000001,0.000001,1.382171832,-2.9366577994,30,59.66,8808.9,20,no
2.767,30.0,13.0,1,4.91029,297.0,0.64504,0.09859,1.366579443,-0.7549584177,11,37.17,84078.5,7,no
5.471,2.0,10.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5,48.94,179559.66666666666,2,no
1.025,8.0,5.0,0,10.56657,221.0,0.000001,0.000001,0.172464163,-0.3397150076,6,59.39,9786.25,2,no
1.461,31.0,7.0,0,6.1133,414.0,0.22575,0.11019,-1.043491246,0.2444018217,4,40.24,6848.25,0,no
1.033,10.0,7.0,0,10.37999,382.0,0.09761,0.07151,0.000001,0.000001,9,55.82,3806.222222222222,0,no
1.314,20.0,23.0,1,3.83304,269.0,0.48675,0.13402,1.417415441,-0.7549584177,12,51.99,11376.1,2,no
7.186,108.0,47.0,0,3.87153,671.0,0.000001,0.000001,-0.038136428,2.2767483729,1,45.81,11272.0,0,no
0.407,4.0,6.0,0,0.7624,856.0,0.18164,0.12811,0.000001,0.3914539693,3,41.74,3807.0,2,no
0.285,10.0,5.0,0,3.40416,482.0,0.22046,0.10905,0.000001,-0.0072013718,2,57.2,3581.0,0,no
2.061,22.0,11.0,0,4.03383,192.0,0.83216,0.10907,1.51145578,-0.5785836229,6,43.0,48966.0,3,no
5.65,78.0,54.0,0,8.26778,524.0,0.15339,0.07162,0.000001,-3.240384062,4,43.85,97146.25,0,no
4.128,65.0,19.0,0,2.11862,768.0,0.000001,0.000001,0.680753349,-1.0104614438,14,36.77,18147.0,9,no
2.172,0.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1,49.6,11641.0,0,no
4.426,127.0,53.0,0,5.08577,370.0,0.12343,0.16808,-1.746546605,0.5693831656,10,49.94,129654.0,9,no
2.172,13.0,5.0,0,11.13552,419.0,0.000001,0.000001,0.000001,0.000001,2,53.38,11657.0,1,no
2.172,1.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1,53.39,11601.0,0,no
2.172,11.0,5.0,0,4.12657,344.0,0.000001,0.000001,0.000001,0.000001,4,52.21,12694.0,3,no
0.959,18.0,5.0,0,10.8605,203.0,0.17443,0.19181,-0.984430426,1.082196027,3,50.98,9847.0,0,no
4.119,97.0,46.0,0,11.78047,210.0,0.07923,0.08035,-0.250274564,3.7605797223,8,55.8,11575.285714285714,1,no
2.302,21.0,11.0,1,0.000001,0.000001,0.10905,0.17761,1.515312743,0.0662141039,11,39.53,62784.71428571428,4,no
2.418,21.0,26.0,0,7.19319,383.0,0.45144,0.1762,3.129949014,-1.3979994678,15,60.72,9933.444444444445,6,no
1.548,37.0,11.0,1,3.18306,717.0,0.04493,0.23256,-1.038497727,0.4446372942,11,37.59,31272.0,8,no
1.502,23.0,10.0,0,16.21097,406.0,0.000001,0.000001,2.586056448,0.000001,3,58.58,7024.333333333333,0,no
0.529,8.0,3.0,0,5.43507,369.0,0.000001,0.000001,0.929644826,0.1250766517,2,48.74,10596.5,1,no
1.157,24.0,10.0,1,1.90767,749.0,0.12077,0.11244,-1.739176965,-0.0678812493,3,54.47,15501.5,1,no
1.345,22.0,17.0,1,1.90767,749.0,0.11229,0.08897,0.593454501,1.1078757944,5,54.72,7511.0,0,no
1.028,28.0,6.0,0,1.1708,445.0,0.000001,0.000001,-0.725314299,0.6430566254,9,49.59,14776.444444444445,0,no
1.003,14.0,5.0,0,8.90596,168.0,0.000001,0.000001,2.152268791,0.6376044363,1,54.9,5255.0,0,no
1.412,28.0,12.0,0,3.75734,904.0,0.000001,0.000001,-2.01262794,0.3784983778,2,40.9,27383.0,0,no
1.401,22.0,11.0,0,10.45089,223.0,0.000001,0.000001,2.176196616,0.731244617,2,61.06,7176.0,1,no
1.17,20.0,17.0,0,2.021,640.0,0.20918,0.10825,-0.011773062,0.3546327142,1,50.58,12811.0,0,no
1.414,38.0,17.0,1,2.54009,704.0,0.08771,0.10097,0.366231286,2.5374667804,5,49.13,24752.666666666668,2,no
3.618,65.0,34.0,1,2.32445,398.0,0.000001,0.000001,1.432456143,0.8799408214,5,54.17,28191.0,3,no
1.237,29.0,8.0,0,3.00869,604.0,0.1264,0.1107,-0.176468311,0.5530509048,1,43.94,124093.0,0,no
1.303,2.0,9.0,1,7.91803,516.0,0.41832,0.14201,3.161621183,0.000001,2,49.06,54359.0,1,no
1.766,26.0,19.0,0,1.3128,834.0,0.54125,0.11207,1.465032579,-0.3765268066,4,43.94,112884.75,0,no
2.14,13.0,18.0,0,15.08459,247.0,0.37396,0.11262,3.505694879,-0.0715203155,9,55.33,17385.88888888889,0,no
0.493,7.0,2.0,0,1.36985,649.0,0.10449,0.07903,0.000001,0.000001,3,40.02,76414.0,1,no
1.879,25.0,19.0,1,4.76336,464.0,0.000001,0.000001,1.650390086,-0.933156985,6,50.52,9215.0,2,no
1.917,21.0,7.0,1,7.73232,177.0,0.000001,0.000001,0.78069583,-0.6244972083,13,43.87,6153.0,7,no
2.028,14.0,29.0,0,8.32127,177.0,0.000001,0.000001,3.028875024,0.2664479418,7,44.93,123070.0,3,no
1.319,36.0,9.0,0,7.3966,633.0,0.000001,0.000001,-2.456433744,0.8892141097,4,44.18,8680.5,2,no
1.611,29.0,9.0,0,0.51041,1399.0,0.000001,0.000001,0.661381012,1.4404349706,1,39.03,33347.0,0,no
0.996,22.0,6.0,0,10.699,579.0,0.17931,0.11169,-0.973246686,-0.179930907,13,50.56,7811.1,3,no
2.298,37.0,20.0,0,7.20636,510.0,0.10383,0.08853,0.910834961,0.4923704915,14,39.83,235272.22222222222,5,no
1.615,18.0,11.0,0,20.0115,409.0,0.18842,0.10562,0.943632624,-0.3581197867,4,45.75,24316.0,2,no
1.267,10.0,20.0,0,3.3335,216.0,0.12142,0.11262,3.251196875,-0.5804039787,2,46.18,28173.0,1,no
4.86,81.0,57.0,0,8.55494,247.0,0.000001,0.000001,0.000001,-1.6904886205,5,64.33,31445.75,1,no
0.923,6.0,3.0,0,9.75992,178.0,0.20541,0.10468,3.286887779,0.000001,7,61.93,2385.1666666666665,1,no
1.465,8.0,15.0,0,12.0779,194.0,0.51575,0.10838,3.671410844,-0.317668748,5,64.27,9906.666666666666,2,no
1.799,28.0,20.0,1,3.52232,742.0,0.23475,0.10285,1.150935896,-1.4420996974,6,48.34,32266.666666666668,3,no
2.409,44.0,8.0,0,1.66321,1140.0,0.000001,0.000001,-0.970327175,-0.3728898959,9,38.43,19553.666666666668,3,no
2.151,6.0,11.0,0,0.73947,913.0,0.000001,0.000001,1.392914499,0.000001,5,35.81,511716.0,2,no
15.978,304.0,128.0,1,0.8218,967.0,0.000001,0.000001,-1.509761316,4.1796369583,5,36.36,616819.0,2,no
2.182,25.0,28.0,0,19.06749,195.0,0.20557,0.10131,3.411322007,-0.7972343834,4,54.7,23471.0,1,no
1.234,27.0,8.0,0,7.67214,289.0,0.000001,0.000001,0.192585423,0.5089576099,6,52.16,7359.333333333333,3,no
3.433,25.0,19.0,1,7.9831,207.0,0.38561,0.13099,2.762441107,-1.0636267655,12,58.77,10505.5,6,no
1.78,21.0,8.0,0,2.69978,454.0,0.89839,0.19373,0.249085328,-0.2019769636,6,36.61,20966.0,2,no
3.955,29.0,50.0,0,8.83734,203.0,0.000001,0.000001,4.111809744,-1.4807594354,18,51.56,18287.4,13,no
1.738,20.0,9.0,0,14.80458,191.0,0.99704,0.17463,1.354066265,0.2628100446,5,43.75,6064.75,1,no
3.409,38.0,16.0,0,2.89066,611.0,0.000001,0.000001,1.606490261,0.135991087,4,40.57,172422.0,2,no
3.214,26.0,26.0,1,19.19377,265.0,0.12501,0.10847,3.23384158,-1.0177132956,8,48.38,59392.6,3,no
0.886,15.0,4.0,1,1.76745,650.0,0.11004,0.13727,-0.052827218,0.1048489857,11,40.36,5748.5,9,no
1.436,18.0,8.0,0,3.24357,506.0,0.21898,0.12274,0.665069911,-0.2478890237,12,37.71,13226.6,7,no
0.824,3.0,2.0,0,13.53954,139.0,0.000001,0.000001,0.000001,0.000001,1,45.72,1700.0,0,no
1.325,22.0,9.0,0,4.89402,443.0,0.05964,0.06344,0.060073268,0.000001,7,37.89,0.000001,7,no
4.082,80.0,50.0,1,6.52892,415.0,0.000001,0.000001,0.000001,1.7564363465,15,48.55,63468.0,9,no
1.386,7.0,5.0,1,14.67668,179.0,0.85874,0.08027,2.136353549,-0.0953862162,5,43.28,114527.8,0,no
0.916,20.0,7.0,0,4.79578,326.0,0.63473,0.26851,-0.506112861,-0.0256086474,11,46.87,35241.0,10,no
1.595,25.0,9.0,0,0.13773,995.0,0.000001,0.000001,0.724696244,2.5301743635,1,39.47,20251.0,0,no
2.23,43.0,12.0,0,21.83482,235.0,0.000001,0.000001,0.000001,0.000001,11,67.13,3539.6666666666665,5,no
2.817,38.0,20.0,0,3.85644,965.0,0.000001,0.000001,0.000001,2.5135799854,3,37.59,71801.0,0,no
0.753,12.0,11.0,0,27.20766,211.0,0.44204,0.11809,1.311556024,-0.315847836,3,58.65,1682.6666666666667,0,no
3.257,55.0,12.0,1,8.08071,360.0,0.000001,0.000001,0.000001,0.000001,10,45.33,56357.11111111111,1,no
0.738,26.0,9.0,0,11.48529,249.0,0.40632,0.1094,-0.786003906,-0.291981272,5,52.53,9589.25,1,no
0.927,11.0,8.0,0,5.05506,211.0,0.73339,0.11634,-0.204886707,-0.2258429198,11,47.74,10245.166666666666,5,no
0.848,14.0,4.0,0,4.8934,453.0,0.08047,0.10928,1.20533573,0.6173737742,8,43.49,4901.0,6,no
4.107,111.0,52.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,4,51.36,0.000001,3,no
0.628,12.0,4.0,0,7.24294,188.0,0.16187,0.15588,-0.081185088,-0.3617612788,11,46.3,9681.166666666666,5,no
3.08,64.0,39.0,0,22.01226,204.0,0.10908,0.09177,-1.867470921,0.3894271906,9,54.36,25509.5,5,no
0.633,13.0,8.0,0,0.09744,991.0,0.000001,0.000001,0.000001,1.0160496438,6,31.43,13346.333333333334,0,no
8.137,135.0,80.0,0,7.60236,182.0,0.45177,0.2159,2.237824366,-1.4449906763,16,46.61,130182.0,7,no
8.179,0.0,1.0,0,0.000001,0.000001,0.74137,0.64395,5.541180456,-3.240384062,18,62.28,15730.57142857143,11,no
5.269,31.0,21.0,0,25.50138,210.0,0.000001,0.000001,0.000001,0.000001,9,53.17,88187.77777777778,6,no
6.554,132.0,82.0,0,7.87643,408.0,0.000001,0.000001,0.269112982,-0.1070011062,7,52.81,44450.166666666664,1,no
1.466,20.0,8.0,0,9.50605,194.0,0.41791,0.16686,1.670763062,0.6871504764,8,54.94,11055.0,4,no
9.119,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,6,48.8,65958.5,2,no
2.914,73.0,33.0,1,4.42495,619.0,0.07835,0.169,-0.779021414,-0.4060882799,10,51.78,40321.0,5,no
0.145,0.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.1673515518,4,50.47,1911.25,0,no
0.754,16.0,10.0,0,7.54243,197.0,0.36227,0.08576,1.309327157,0.000001,4,57.07,3992.5,0,no
0.145,0.0,0.0,0,0.0,0.0,0.000001,0.000001,0.000001,0.000001,1,45.65,2458.0,0,no
1.436,17.0,17.0,0,15.02125,165.0,0.000001,0.000001,2.047205102,-0.7585992616,12,54.16,12917.875,4,no
3.608,39.0,20.0,0,5.20295,466.0,0.28984,0.09529,2.374930089,-0.8174647875,7,44.95,74079.5,3,no
2.315,16.0,7.0,0,4.37885,309.0,0.000001,0.000001,1.914859227,-0.6924585987,4,42.33,22316.0,0,no
2.605,40.0,14.0,0,5.99194,463.0,0.10569,0.09059,0.241552671,0.0018954643,4,39.28,26629.0,0,no
1.346,21.0,7.0,0,3.10272,630.0,0.000001,0.000001,-0.587042569,-0.0697007245,5,40.92,11033.25,1,no
11.788,25.0,18.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,2,66.16,13283.0,0,no
1.707,32.0,11.0,0,5.57083,1008.0,0.000001,0.000001,-0.601091066,1.9787735827,8,43.76,16180.0,2,no
1.521,30.0,15.0,0,10.16551,354.0,0.000001,0.000001,0.826252787,1.003094668,6,51.52,8667.5,4,no
1.808,23.0,12.0,1,4.71461,615.0,0.11153,0.10767,1.717811231,0.000001,2,59.5,9077.5,0,no
0.67,10.0,3.0,0,9.25953,501.0,0.1347,0.96763,0.000001,0.1709879119,4,42.57,83619.0,0,no
1.604,16.0,11.0,0,2.05281,565.0,0.14682,0.13594,1.893143677,0.5953267582,7,36.01,33052.0,5,no
0.569,15.0,3.0,0,8.58124,257.0,0.10762,0.12028,-0.734743428,-0.3838075643,4,51.06,26836.0,1,no
1.573,18.0,10.0,1,1.37515,703.0,0.3936,0.10059,0.721659897,-0.5583574367,5,35.22,35815.5,1,no
1.564,37.0,21.0,0,4.44452,243.0,0.77714,0.10639,-0.195633869,0.4482777659,11,50.35,47281.142857142855,4,no
0.831,16.0,9.0,0,5.13848,606.0,0.04945,0.08267,0.017390802,-0.4260790316,4,37.74,18490.0,1,no
2.636,38.0,28.0,0,16.43218,222.0,0.05297,0.07611,1.603580428,1.6057184237,9,48.48,21731.285714285714,2,no
0.682,2.0,13.0,0,7.26988,204.0,0.33496,0.11262,2.64899981,-0.2735762528,5,59.05,12937.25,1,no
1.358,22.0,7.0,0,14.91292,165.0,0.000001,0.000001,0.841570024,0.0184834648,11,45.56,57838.28571428572,4,no
0.676,2.0,6.0,0,7.01874,296.0,0.47787,0.25991,2.205444961,-0.0531135452,10,40.1,19014.714285714286,3,no
1.1,28.0,8.0,0,0.69953,707.0,0.10169,0.06794,-1.296599665,1.9769521712,4,38.52,23071.0,1,no
1.492,19.0,9.0,0,4.00552,579.0,0.000001,0.000001,0.026518246,0.000001,3,42.58,84494.33333333333,0,no
1.901,26.0,16.0,0,1.35553,817.0,0.20062,0.10306,1.322665791,1.1758396195,4,40.19,17560.333333333332,1,no
1.547,27.0,12.0,1,4.63489,400.0,0.71825,0.1525,0.723704869,-0.6006302561,17,41.82,61819.66666666667,8,no
2.174,37.0,12.0,1,1.35553,817.0,0.000001,0.000001,-0.307297119,0.4685035349,6,40.11,15097.0,2,no
0.813,8.0,8.0,0,4.18815,581.0,0.000001,0.000001,0.000001,-0.3838075643,4,37.93,8714.0,2,no
1.589,18.0,8.0,0,0.95669,845.0,0.000001,0.000001,1.551570542,0.3289490437,3,43.36,25119.0,1,no
1.239,14.0,16.0,0,6.47304,162.0,0.30992,0.10507,0.409272058,-0.3140274219,9,42.26,22207.833333333332,3,no
0.62,8.0,8.0,0,2.18812,280.0,0.000001,0.000001,1.517675038,-0.1394785526,1,53.43,69185.0,0,no
1.514,16.0,8.0,0,13.99774,343.0,0.2604,0.10409,1.13531378,-0.3599402506,1,45.78,18127.0,0,no
1.391,26.0,6.0,0,0.95669,845.0,0.20364,0.10329,-1.061423115,0.1764442815,6,42.31,28212.166666666668,0,no
1.654,1.0,3.0,0,0.000001,0.000001,0.17056,0.11018,-2.383143158,-0.288341872,3,37.66,202491.0,2,no
1.512,26.0,12.0,1,8.71765,481.0,0.000001,0.000001,-2.212019565,-0.0440158786,16,61.64,18093.23076923077,4,no
0.519,5.0,2.0,1,0.000001,0.000001,0.000001,0.000001,0.000001,0.9242277363,1,50.04,3536.0,0,no
1.192,15.0,11.0,0,5.85744,613.0,0.26596,0.26659,1.218094333,0.0166641736,2,41.64,25404.5,0,no
3.871,75.0,34.0,0,10.60028,321.0,0.000001,0.000001,2.02310237,0.6833430606,5,53.1,25666.5,3,no
1.704,16.0,21.0,1,4.19642,859.0,0.000001,0.000001,2.127873624,-0.4463048533,3,46.11,11576.0,0,no
1.717,25.0,10.0,0,6.2707,922.0,0.19343,0.11347,-0.714770736,-0.3562998788,12,40.3,23773.5,8,no
7.581,90.0,69.0,0,2.59213,625.0,0.44103,0.10698,3.389987383,-2.8139710747,14,40.08,92752.71428571429,7,no
2.068,25.0,14.0,0,2.65154,490.0,0.2337,0.13691,1.106793412,-0.5344905146,8,38.86,145756.5,4,no
2.267,33.0,20.0,0,20.82774,226.0,0.25892,0.11307,1.197404034,-0.9295205137,15,51.73,16812.125,7,no
0.9,11.0,8.0,0,6.96239,321.0,0.25539,0.16395,1.318396792,-0.4719929046,15,44.88,11080.5,3,no
0.861,5.0,6.0,1,0.62624,1009.0,0.35632,0.13986,1.905851121,-0.2074375289,7,33.84,25115.166666666668,1,no
2.037,24.0,24.0,1,3.2997,274.0,0.10119,0.09355,0.792265335,-0.0201505516,10,43.92,61580.125,2,no
2.238,34.0,14.0,0,24.85614,188.0,0.000001,0.000001,1.052840872,1.0912863788,9,53.62,14853.214285714286,5,no
2.387,22.0,15.0,0,1.78229,935.0,0.17529,0.09662,1.777335246,-0.290161348,4,36.99,335321.6666666667,1,no
4.76,31.0,16.0,0,3.72718,348.0,0.3209,0.09754,0.000001,-0.7751870149,18,36.73,43175.666666666664,9,no
1.136,9.0,8.0,0,10.68006,294.0,0.29292,0.12704,1.726877409,0.4171350401,9,44.38,8236.5,7,no
0.32,2.0,1.0,0,3.75703,295.0,0.4563,0.12971,0.000001,0.0571185339,7,39.0,15812.5,5,no
0.584,11.0,6.0,0,2.56031,306.0,0.11747,0.12571,-0.555304447,0.1048489857,5,42.99,18709.5,3,no
1.001,9.0,9.0,1,3.40975,583.0,0.76346,0.17987,0.723695881,-0.2497093186,19,40.28,19405.85714285714,5,no
1.708,19.0,9.0,0,5.36528,350.0,0.000001,0.000001,0.18301374,-0.7126843264,7,40.36,47027.0,5,no
1.904,39.0,8.0,0,17.44621,671.0,0.000001,0.000001,0.164757151,2.1570294719,4,45.91,15770.666666666666,1,no
3.672,26.0,25.0,0,4.98145,189.0,0.36215,0.16306,3.747951399,-1.0177132956,24,41.05,94816.5,10,no
2.036,50.0,8.0,0,17.54294,593.0,0.12492,0.09066,-1.691230059,1.693921333,2,41.62,11406.0,1,no
0.999,5.0,5.0,0,5.00375,480.0,0.16701,0.10915,1.333372509,0.000001,12,54.02,9513.5,4,no
3.126,33.0,18.0,0,3.66436,418.0,0.18264,0.10206,2.018021743,-0.4408474766,4,44.03,37329.0,2,no
3.295,29.0,12.0,0,5.32255,184.0,0.76937,0.09464,2.604313244,-0.8449669785,12,37.42,71690.875,4,no
1.383,37.0,9.0,0,21.79183,270.0,0.000001,0.000001,-0.566486389,0.2241753076,7,59.14,4661.0,3,no
1.577,0.0,2.0,0,0.000001,0.000001,0.36225,0.1054,0.780894934,-0.6483651047,3,37.9,8859.666666666666,0,no
4.039,46.0,53.0,0,4.23489,336.0,0.99968,0.98895,2.030631708,-2.1608617414,11,45.08,148334.5,3,no
2.102,19.0,16.0,0,9.04926,521.0,0.000001,0.000001,1.68767521,0.6430566254,4,41.78,16191.0,2,no
1.808,36.0,13.0,0,7.3966,633.0,0.000001,0.000001,-1.646197134,0.9810469643,6,44.1,14655.6,1,no
2.072,35.0,22.0,1,10.38665,261.0,0.226,0.28784,0.183724088,-0.7954171627,5,54.73,9180.333333333334,2,no
0.145,0.0,1.0,0,8.48135,275.0,0.09987,0.21807,0.000001,0.1453048567,1,63.37,1047.0,0,no
0.628,8.0,3.0,0,3.84075,759.0,0.25046,0.24306,0.473773346,-0.1633450269,4,40.48,12222.0,3,no
1.86,52.0,41.0,0,17.24821,399.0,0.15241,0.17333,-0.326277744,0.4096506958,2,66.85,5710.0,0,no
2.133,35.0,17.0,1,2.18417,631.0,0.000001,0.000001,1.021311118,0.159856957,6,48.27,16968.4,1,no
1.515,22.0,10.0,0,7.3966,633.0,0.000001,0.000001,0.006281253,0.9535379694,5,43.96,14219.0,2,no
1.25,4.0,7.0,0,27.8561,165.0,0.95977,0.22256,2.257662939,-0.2956224973,7,46.6,6238.75,3,no
2.042,28.0,16.0,0,9.75609,728.0,0.000001,0.000001,-0.567352564,-0.6429044745,10,43.27,17528.222222222223,1,no
1.756,16.0,7.0,0,1.73248,1093.0,0.000001,0.000001,0.705197808,0.3289490437,7,39.12,43187.0,2,no
1.979,41.0,7.0,0,4.36768,901.0,0.000001,0.000001,-0.486096407,-0.1101539164,7,41.15,14926.166666666666,1,no
2.514,31.0,13.0,0,0.89942,603.0,0.000001,0.000001,0.305576799,0.6466963058,10,39.39,153747.33333333334,1,no
1.193,9.0,10.0,1,7.949,522.0,0.10628,0.19677,0.307932526,0.000001,1,56.68,5032.0,0,no
4.375,66.0,26.0,0,4.55568,429.0,0.17853,0.32085,-1.198588984,-1.6517653818,9,37.13,42361.4,4,no
9.632,135.0,117.0,0,4.08569,269.0,0.18578,0.27854,3.960946439,-3.8638690472,5,47.47,130498.0,0,no
1.428,18.0,5.0,0,10.32187,163.0,0.000001,0.000001,0.206441176,-0.4701716901,2,46.0,9203.5,0,no
1.738,20.0,10.0,0,1.56264,1079.0,0.000001,0.000001,0.111970618,0.6651035161,6,39.05,21925.5,1,no
1.311,11.0,12.0,1,3.32509,361.0,0.27107,0.172,0.565652154,0.062575634,2,44.85,29964.0,1,no
1.306,13.0,11.0,0,3.67552,774.0,0.11613,0.1109,0.881291415,0.3528138242,2,43.1,53041.5,0,no
2.094,21.0,12.0,0,9.44,242.0,0.2168,0.11297,2.513295425,0.000001,3,64.18,9563.0,1,no
0.642,15.0,8.0,1,4.36753,379.0,0.16367,0.35707,-0.804053302,0.3730419379,5,46.36,18175.25,1,no
0.41,5.0,2.0,0,14.43513,234.0,0.000001,0.000001,0.773069704,-0.1192524841,7,60.12,2115.4,2,no
0.652,1.0,7.0,0,2.01973,408.0,0.26655,0.17821,2.596416806,-0.141298762,9,48.52,49589.666666666664,3,no
1.15,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,3,44.56,45919.0,1,no
1.095,14.0,10.0,0,14.60758,218.0,0.000001,0.000001,-0.050841321,0.2628100446,2,53.13,7103.0,1,no
1.199,20.0,8.0,0,1.71574,746.0,0.22764,0.10945,-0.009987231,0.3087212333,1,46.57,8867.0,0,no
1.209,22.0,25.0,0,7.49108,159.0,0.13324,0.31896,0.638690886,-0.5106243717,4,53.7,10795.25,0,no
0.275,6.0,0.0,0,0.000001,0.000001,0.05659,0.10484,1.500554797,0.2353094074,2,61.23,1398.0,1,no
1.493,21.0,19.0,0,7.66835,170.0,0.61057,0.12065,0.853144368,-0.6667705043,1,50.06,22965.0,0,no
1.813,21.0,17.0,0,3.85493,465.0,0.34167,0.13392,0.634093088,-0.8449669785,7,37.66,51348.0,4,no
1.304,11.0,5.0,0,0.68916,925.0,0.000001,0.000001,0.051522951,-0.4058538669,14,34.24,17609.85714285714,7,no
