@relation predic
@attribute len real
@attribute nonsynvar real
@attribute synvar real
@attribute issuespe {1, 0}
@attribute expr real
@attribute reptime real
@attribute hi real
@attribute rec real
@attribute constaint_score real
@attribute Genic_score real
@attribute tr_count_all real
@attribute GC_content real
@attribute tr_coding_only_length real
@attribute Non_Conding_tr_count real
@attribute case {no,yes}
@data
1.418,12.0,10.0,1,0.17044,1081.0,0.71216,0.24706,2.907053354,-0.315847836,4,44.14,22578.666666666668,1,yes
1.419,3.0,12.0,0,1.99695,375.0,0.96726,0.95367,3.525794777,-0.4279001894,20,47.57,14405.2,10,yes
1.336,12.0,10.0,0,3.39042,432.0,0.79943,0.41336,0.000001,-0.516085732,8,42.75,202095.0,1,yes
2.127,10.0,12.0,0,13.01004,182.0,0.83102,0.16844,3.02237785,-0.5601786932,9,44.24,29291.833333333332,6,yes
1.639,17.0,3.0,0,4.26351,312.0,0.33136,0.12719,1.912095957,-0.381986487,3,42.73,17349.0,1,yes
2.931,17.0,33.0,0,11.52034,208.0,0.09508,0.35707,4.825524119,-1.3759495685,2,50.53,51964.0,0,yes
7.218,23.0,75.0,0,13.61271,198.0,0.82448,0.21033,8.302348813,-3.0302729802,16,48.87,16288.4,11,yes
2.245,18.0,20.0,0,9.87855,526.0,0.5619,0.35558,2.73018476,-0.5785836229,17,46.85,9857.727272727272,6,yes
1.567,23.0,11.0,0,13.85739,197.0,0.000001,0.000001,1.289888868,0.7753390691,8,57.07,6720.5,6,yes
1.203,17.0,17.0,0,4.63883,254.0,0.34908,0.2039,0.7678356,-0.4463048533,3,51.4,49960.0,2,yes
2.246,12.0,16.0,0,0.86308,644.0,0.82236,0.15072,4.488137023,0.3528138242,20,36.04,353066.8888888889,11,yes
1.606,13.0,17.0,0,2.20918,795.0,0.95857,0.12137,0.000001,-0.7806462726,1,44.35,6194.0,0,yes
1.509,26.0,10.0,0,1.00733,768.0,0.0469,0.09305,0.812869908,1.2640359066,3,36.59,66342.5,1,yes
8.697,162.0,106.0,1,17.16132,481.0,0.23835,0.80848,0.365121554,1.0364440453,8,46.59,102595.0,6,yes
0.9,23.0,13.0,0,37.45109,205.0,0.0402,0.09039,0.502161945,1.0637787221,6,57.88,6733.5,4,yes
1.795,28.0,18.0,0,7.6943,376.0,0.94499,0.93785,1.524396205,-0.9552047081,8,48.23,50315.71428571428,1,yes
0.599,7.0,8.0,1,9.16434,481.0,0.19051,0.18219,1.389896818,-0.2956224973,5,65.12,2089.25,1,yes
1.719,14.0,5.0,1,5.53994,403.0,0.39307,0.7081,2.453253599,-0.5381321944,5,48.11,58052.25,1,yes
1.946,32.0,21.0,0,12.25663,380.0,0.000001,0.000001,1.524968631,-0.4408474766,14,52.2,20829.75,6,yes
3.286,33.0,36.0,0,0.32056,1019.0,0.12322,0.1246,2.725921291,0.000001,15,43.87,806547.8,10,yes
3.239,75.0,34.0,0,7.8361,486.0,0.000001,0.000001,-0.566566792,-0.4465593299,9,49.43,30706.125,1,yes
0.516,3.0,6.0,0,10.78407,229.0,0.09699,0.23627,1.629473721,-0.1853912816,3,59.58,2194.5,1,yes
4.114,121.0,45.0,0,1.36434,548.0,0.51687,0.09889,-3.646199208,-0.9208878104,9,42.03,116714.0,4,yes
3.515,39.0,27.0,0,8.43223,125.0,0.000001,0.000001,2.067466081,-1.7931128709,7,41.45,100283.75,3,yes
1.347,18.0,19.0,0,22.14581,234.0,0.53144,0.30718,1.75014639,-0.5363109395,9,57.49,14361.0,6,yes
1.072,17.0,17.0,0,8.30283,310.0,0.1,0.32832,0.32087053,-0.7347312591,1,48.61,3300.0,0,yes
2.506,4.0,11.0,0,7.82447,350.0,0.000001,0.000001,5.162240619,-0.3397150076,7,47.81,10745.666666666666,4,yes
1.311,23.0,14.0,0,5.35311,138.0,0.13998,0.10806,0.968383138,0.86534717,13,48.53,23294.333333333332,4,yes
1.575,18.0,15.0,0,0.8111,935.0,0.99535,0.38424,1.75471059,-0.5142644846,10,40.31,96660.44444444444,1,yes
1.446,17.0,13.0,0,5.4689,465.0,0.71803,0.95763,2.471291934,-0.8247404962,10,46.25,7373.333333333333,7,yes
1.283,6.0,11.0,0,6.12041,184.0,0.80941,0.50577,2.436648404,-0.4058538669,14,42.4,47391.0,10,yes
3.007,53.0,34.0,0,13.35968,139.0,0.39793,0.20543,0.585697644,-0.6558707763,7,49.47,22610.5,5,yes
1.221,4.0,1.0,1,0.58829,624.0,0.81487,0.52282,3.545459825,0.000001,5,62.3,3228.0,0,yes
1.122,9.0,10.0,0,4.83508,458.0,0.62436,0.47891,1.859814376,-0.0953862162,4,61.5,2299.25,0,yes
0.82,5.0,5.0,0,2.41167,683.0,0.50755,0.15774,0.802049119,-0.2735762528,1,36.64,52006.0,0,yes
1.082,14.0,10.0,0,5.95266,487.0,0.56946,0.45556,0.261752467,-0.4701716901,5,47.32,13138.5,3,yes
0.996,16.0,7.0,1,8.57879,209.0,0.25191,0.43689,0.617724814,-0.1615247089,26,54.6,16177.214285714286,12,yes
0.941,10.0,8.0,1,8.27096,481.0,0.30708,0.15743,1.261127914,-0.4058538669,18,61.19,17976.866666666665,3,yes
1.069,3.0,8.0,1,12.02125,248.0,0.81211,0.22353,2.652630706,-0.2294837713,8,56.38,6652.0,3,yes
1.425,4.0,12.0,0,4.3147,321.0,0.88236,0.46623,2.220381963,-0.4279001894,32,45.06,21026.944444444445,14,yes
1.299,4.0,6.0,0,20.28928,185.0,0.57758,0.4661,2.48447156,0.3032668997,22,45.14,24304.18181818182,11,yes
1.474,4.0,8.0,0,1.51502,396.0,0.000001,0.000001,2.339020031,0.000001,3,49.04,5102.0,2,yes
2.982,31.0,21.0,0,4.35445,367.0,0.86513,0.31355,0.556969668,-0.7072275641,7,40.51,40782.666666666664,4,yes
13.142,255.0,200.0,0,16.96923,224.0,0.000001,0.000001,2.503869061,0.000001,40,63.1,23885.6,35,yes
0.883,10.0,7.0,0,6.78965,221.0,0.40522,0.63579,1.056389499,0.5273688491,8,43.51,35449.0,7,yes
0.647,5.0,4.0,0,7.43182,293.0,0.21642,0.35425,0.000001,0.3914539693,9,42.28,48405.2,4,yes
0.623,5.0,3.0,1,3.89805,179.0,0.20501,0.6166,0.000001,0.4575949616,8,41.79,12593.333333333332,2,yes
1.115,7.0,20.0,0,10.00335,173.0,0.47544,0.17658,3.688801396,-0.1376585754,7,61.66,18795.0,5,yes
1.688,32.0,19.0,0,12.55985,265.0,0.16464,0.13839,0.430938108,-0.8854247532,22,56.85,10306.636363636364,11,yes
1.708,18.0,13.0,0,4.28678,454.0,0.53303,0.13199,1.758956774,0.2866749959,12,39.92,13114.25,4,yes
0.459,2.0,2.0,1,1.09545,1056.0,0.51338,0.78327,0.000001,0.000001,1,45.86,1810.0,0,yes
3.496,57.0,25.0,0,0.46151,998.0,0.5623,0.26433,-0.013602468,0.5198833832,9,37.04,307118.0,4,yes
0.459,2.0,4.0,1,1.09545,1056.0,0.44272,0.09558,0.000001,-0.0090208044,4,39.8,215542.0,1,yes
3.827,68.0,17.0,0,16.33092,190.0,0.11744,0.24596,1.943213675,0.3673805368,6,53.94,9143.5,4,yes
0.998,22.0,10.0,0,3.12039,320.0,0.000001,0.000001,-2.793430236,0.020302773,7,39.49,42538.25,3,yes
1.298,20.0,5.0,0,1.45765,585.0,0.33469,0.17432,1.217651878,0.1948527018,2,35.55,109193.0,1,yes
1.624,9.0,14.0,0,1.78487,597.0,0.92815,0.36448,2.550971154,-0.516085732,31,40.79,98326.36363636362,9,yes
4.656,46.0,28.0,0,2.05492,515.0,0.99739,0.87801,1.831537358,-0.2333399995,6,33.8,26478.666666666668,3,yes
1.631,21.0,9.0,1,4.84408,755.0,0.000001,0.000001,2.115296842,1.9733184117,4,48.32,6301.869565217391,0,yes
1.845,27.0,21.0,0,7.92941,450.0,0.99035,0.37745,1.162574535,-0.4426659273,18,54.33,3716.0,15,yes
1.529,32.0,13.0,0,0.94496,904.0,0.02784,0.11011,-0.422876856,-1.131590109,5,40.99,19423.0,2,yes
1.714,16.0,11.0,1,4.88719,532.0,0.63786,0.32628,1.927712543,-0.7145054274,6,40.74,40287.666666666664,3,yes
2.935,36.0,24.0,0,4.87754,218.0,0.6724,0.427,2.146144247,1.5156901246,13,39.75,27181.5,7,yes
2.126,35.0,24.0,1,1.80662,897.0,0.81776,0.13521,0.51357113,-0.5510809591,10,39.45,323468.71428571426,3,yes
0.836,16.0,15.0,1,6.45345,217.0,0.13725,0.75048,1.243084049,-0.1817507388,11,53.41,19158.25,3,yes
2.369,25.0,13.0,1,13.51321,189.0,0.69623,0.72248,3.156772153,-0.4885778835,4,62.87,8534.666666666666,1,yes
1.105,8.0,7.0,0,10.22796,187.0,0.6315,0.15588,1.849561866,-0.2515300117,1,39.95,45743.0,0,yes
2.389,29.0,13.0,1,3.10874,948.0,0.72203,0.28245,1.099218445,0.9351298125,9,36.39,61757.0,5,yes
0.616,21.0,4.0,0,18.38894,286.0,0.03985,0.10111,0.000001,1.2842690375,1,61.19,1401.0,0,yes
0.56,2.0,3.0,0,11.30979,189.0,0.87038,0.43956,0.000001,0.3014496805,10,42.41,14118.375,2,yes
1.382,10.0,10.0,0,6.88371,189.0,0.000001,0.000001,1.88911388,0.000001,1,70.44,3123.0,0,yes
1.367,21.0,19.0,1,1.08041,610.0,0.18972,0.72427,1.593634871,-0.6006302561,11,48.35,40335.375,3,yes
3.652,37.0,41.0,0,3.143,642.0,0.25692,0.1398,3.135031715,0.000001,1,55.08,49406.0,0,yes
1.757,19.0,16.0,0,7.19158,178.0,0.000001,0.000001,2.515182081,-0.4463048533,9,45.83,102854.0,2,yes
2.713,16.0,13.0,1,0.80822,1235.0,0.58066,0.16306,3.17430996,-0.7585992616,1,34.72,436905.0,0,yes
4.127,22.0,27.0,0,14.19781,236.0,0.44861,0.11578,5.50652863,-1.1536387771,9,53.94,25395.666666666668,5,yes
3.38,37.0,30.0,0,0.51422,518.0,0.96377,0.1167,1.612823588,-0.6356373063,10,43.65,37486.5,4,yes
3.431,59.0,40.0,0,10.65098,228.0,0.82978,0.81478,1.131017128,-0.7165814253,11,54.34,21827.666666666668,8,yes
1.177,9.0,10.0,0,4.73864,394.0,0.000001,0.000001,2.070831504,0.000001,2,45.38,5089.0,1,yes
0.952,9.0,8.0,0,4.73864,394.0,0.37463,0.23021,1.612449576,-0.3617612788,2,55.22,3708.0,0,yes
1.096,14.0,11.0,0,4.66186,403.0,0.57173,0.17371,1.524157694,-0.492218069,7,44.49,47282.25,3,yes
1.237,16.0,8.0,1,2.52916,645.0,0.99178,0.93124,2.644962409,0.3271310692,9,53.91,4338.75,1,yes
1.201,17.0,10.0,0,0.44205,385.0,0.99953,0.77481,1.048877443,-0.2699351402,1,43.78,12617.0,0,yes
1.434,19.0,16.0,0,1.89427,731.0,0.97855,0.18474,0.962284865,-0.7788253275,4,41.07,61949.666666666664,1,yes
1.55,14.0,6.0,0,5.80112,197.0,0.95086,0.25968,1.1706044,0.000001,6,50.83,43439.5,2,yes
1.714,8.0,13.0,0,1.56084,422.0,0.99992,0.79641,2.989155706,-0.315847836,17,37.94,32243.2,7,yes
1.402,8.0,12.0,0,4.44194,194.0,0.99959,0.7768,3.034521855,-0.3378940345,15,48.34,53263.66666666667,3,yes
1.57,36.0,25.0,0,2.1922,604.0,0.21038,0.10984,-0.545671581,-1.3723173955,6,46.2,24682.0,3,yes
4.734,53.0,50.0,1,3.74433,246.0,0.96554,0.92693,2.599087437,-1.8043548355,9,55.34,31218.5,7,yes
3.959,65.0,20.0,1,4.20649,787.0,0.000001,0.000001,0.731671823,0.0991786778,1,40.62,52137.0,0,yes
0.866,13.0,7.0,0,1.16331,506.0,0.69145,0.84779,-0.079558582,-0.4058538669,2,41.71,7859.0,0,yes
1.508,10.0,26.0,0,7.11772,247.0,0.99568,0.9996,3.228592267,-1.0011204781,18,64.08,17808.818181818184,7,yes
1.554,4.0,5.0,0,2.0893,954.0,0.51738,0.24974,2.87314264,-0.2515300117,10,37.34,318496.2,5,yes
1.511,15.0,15.0,0,10.05838,400.0,0.91994,0.55644,2.78086175,-0.6483651047,42,53.61,30048.772727272728,20,yes
2.882,23.0,18.0,0,8.21362,361.0,0.60813,0.11436,2.691456817,-1.1775064494,5,39.8,99560.4,0,yes
3.239,29.0,25.0,0,13.47795,303.0,0.40931,0.17076,3.701566221,-1.3079829296,3,47.7,35620.0,1,yes
2.999,15.0,17.0,0,0.87934,682.0,0.000001,0.000001,3.424304603,0.000001,7,43.05,111981.0,3,yes
0.609,7.0,11.0,0,8.45055,230.0,0.94057,0.5595,1.34506922,-0.2956224973,7,57.65,15300.0,2,yes
1.939,10.0,13.0,0,3.0946,509.0,0.9283,0.24608,2.283957206,-0.7365523141,23,39.61,372536.8333333333,11,yes
1.273,11.0,6.0,0,1.45987,567.0,0.65251,0.2317,0.796772153,1.150157577,7,36.84,62524.2,2,yes
1.52,33.0,14.0,1,4.35437,288.0,0.72393,0.26676,-0.265642752,0.5566893526,2,46.5,10947.0,0,yes
1.411,6.0,9.0,0,18.84163,177.0,0.64661,0.49283,3.432725764,-0.1615247089,5,53.1,4892.5,3,yes
3.432,46.0,21.0,1,2.84905,450.0,0.43502,0.14712,0.420206986,2.2966803258,2,39.27,37677.5,0,yes
2.068,28.0,15.0,0,0.000001,0.000001,0.14142,0.19084,1.163407594,-0.2644766236,11,50.19,12421.333333333334,5,yes
5.741,78.0,61.0,0,11.99281,260.0,0.13693,0.11743,2.293579218,-3.6837324976,7,56.45,55587.6,2,yes
2.349,9.0,10.0,0,1.76808,575.0,0.18081,0.1258,3.235598956,0.2609916862,10,38.86,61023.71428571428,3,yes
3.281,23.0,15.0,0,3.47309,312.0,0.17569,0.13424,2.735125737,0.0662141039,1,39.18,62108.0,0,yes
7.033,74.0,42.0,0,7.12477,306.0,0.20073,0.27386,3.475907983,-1.4478836608,10,41.99,132051.2,5,yes
0.769,9.0,7.0,0,2.85408,636.0,0.47806,0.78094,1.077539536,-0.1174323893,6,49.08,3183.3333333333335,3,yes
2.027,16.0,18.0,0,4.08529,172.0,0.99869,0.9306,2.394196236,-0.6465439014,14,42.69,58696.2,9,yes
4.77,69.0,37.0,1,2.37205,422.0,0.46242,0.39055,0.793798026,-0.8727369786,2,34.62,147984.0,1,yes
5.921,101.0,94.0,1,2.29207,421.0,0.000001,0.000001,1.38102214,-3.0091690532,7,56.0,106814.0,5,yes
3.926,51.0,50.0,0,5.00313,623.0,0.000001,0.000001,-2.616877582,4.0361817475,2,41.02,7190.0,0,yes
4.921,56.0,23.0,0,7.3638,262.0,0.3049,0.09843,2.141206035,-1.8097482648,5,41.84,243561.0,4,yes
1.376,40.0,11.0,0,9.78901,125.0,0.000001,0.000001,-0.717428231,0.8689874907,1,44.43,7401.0,0,yes
1.609,25.0,23.0,1,8.80974,190.0,0.14339,0.29048,-0.573764635,0.756930627,4,52.04,11122.666666666666,1,yes
1.468,21.0,14.0,1,9.37778,274.0,0.36437,0.63508,1.970611314,-0.4242585377,6,60.45,7941.8,1,yes
1.818,9.0,6.0,1,2.30941,437.0,0.63517,0.40862,2.848531084,0.000001,2,44.76,31519.0,0,yes
1.36,6.0,17.0,1,1.82932,675.0,0.6897,0.82566,3.112344147,-0.6483651047,4,48.73,20295.5,2,yes
1.359,15.0,13.0,1,4.74662,360.0,0.95416,0.71185,0.365392696,0.000001,8,48.32,41951.57142857143,1,yes
4.474,75.0,0.0,1,0.22183,1224.0,0.33863,0.12605,1.93144783,-1.5010020925,12,35.65,592338.5,4,yes
0.506,8.0,3.0,1,12.16364,212.0,0.000001,0.000001,0.000001,0.000001,3,53.07,5022.0,0,yes
1.027,17.0,9.0,0,3.8855,463.0,0.89518,0.15588,1.634589606,-0.5363109395,1,59.85,1497.0,0,yes
1.384,0.0,13.0,0,21.41275,214.0,0.000001,0.000001,4.057702345,-0.2515300117,9,48.62,3028.0,2,yes
2.007,43.0,31.0,1,6.43291,228.0,0.13698,0.15124,0.166682521,-0.837696902,30,59.23,24263.69230769231,17,yes
4.067,43.0,24.0,0,0.20702,1173.0,0.99493,0.40209,1.779928447,-1.9695459827,9,34.69,1015795.8,4,yes
3.173,39.0,18.0,0,0.81353,538.0,0.54651,0.13658,1.387296013,-0.927704399,6,35.72,184189.25,2,yes
1.796,25.0,20.0,0,2.21241,164.0,0.53016,0.10373,0.423383536,-0.732911333,2,45.5,42383.0,1,yes
12.171,147.0,87.0,0,2.37324,911.0,0.96488,0.1321,2.164661678,-3.3285089461,25,37.08,200793.5882352941,8,yes
3.495,48.0,20.0,0,3.32583,329.0,0.52557,0.15234,0.206111409,-1.1463800926,13,37.88,31749.714285714286,6,yes
1.539,16.0,17.0,0,5.03265,410.0,0.000001,0.000001,2.086459151,-0.3783461165,8,43.86,106693.0,6,yes
3.081,33.0,24.0,1,0.2026,970.0,0.28055,0.12864,1.971279835,-1.3520824581,6,36.36,303585.0,1,yes
1.487,14.0,6.0,0,2.19234,671.0,0.26928,0.12774,1.726128001,-0.3599402506,7,43.71,62235.333333333336,4,yes
5.374,82.0,49.0,0,5.21715,478.0,0.000001,0.000001,1.380708965,-0.6431984865,9,47.83,162409.0,7,yes
5.27,58.0,61.0,0,4.29137,434.0,0.85262,0.49245,2.094036883,-2.8245419328,4,44.9,137284.0,2,yes
0.674,3.0,2.0,1,1.45528,766.0,0.7607,0.1239,0.000001,-0.0310671881,18,35.73,46587.692307692305,5,yes
1.007,14.0,3.0,0,1.98115,856.0,0.1324,0.10729,-0.39638224,1.1960713815,1,48.21,1143.0,0,yes
2.058,18.0,18.0,0,4.13838,432.0,0.52278,0.41207,1.227817971,-0.4224386994,10,39.43,32831.5,8,yes
7.131,89.0,65.0,0,6.30378,381.0,0.85677,0.19684,3.095441677,-1.2863227544,6,54.88,22658.666666666668,3,yes
7.639,81.0,55.0,0,4.2975,510.0,0.95316,0.43816,3.266139408,-1.8192603628,6,39.74,109750.5,4,yes
7.838,119.0,122.0,0,14.89379,212.0,0.94531,0.91608,4.215388444,-3.5103045892,3,63.39,51419.0,2,yes
8.047,124.0,108.0,0,12.63742,322.0,0.2494,0.10736,2.873701239,-4.3772815014,16,51.19,123514.5,12,yes
5.303,90.0,24.0,0,3.90573,459.0,0.32245,0.10156,-0.513079175,2.1515285167,7,38.15,65263.25,3,yes
1.523,16.0,5.0,0,3.93749,462.0,0.42305,0.23123,0.436566135,-0.5363109395,11,35.25,62536.857142857145,4,yes
1.832,17.0,9.0,1,16.97153,161.0,0.76491,0.10651,2.044392748,-0.0697007245,1,43.62,118251.0,0,yes
2.67,28.0,15.0,0,1.16061,552.0,0.92328,0.20424,1.917214608,-0.5106243717,38,37.99,177381.03225806454,7,yes
1.37,18.0,7.0,0,0.96035,704.0,0.44902,0.09206,0.359138665,-0.4260790316,3,35.39,95757.5,1,yes
2.588,54.0,36.0,0,3.52918,192.0,0.86741,0.32372,0.563159405,-0.9002155124,10,53.0,51467.333333333336,1,yes
0.565,8.0,5.0,1,21.44458,206.0,0.20867,0.17499,0.000001,0.000001,2,64.32,3135.0,0,yes
1.77,26.0,13.0,1,5.90374,386.0,0.000001,0.000001,0.826955875,-0.0899272547,13,42.31,36973.857142857145,6,yes
2.391,8.0,17.0,0,3.05191,616.0,0.000001,0.000001,3.287339913,-0.6042718101,5,37.97,127058.5,3,yes
1.854,9.0,11.0,0,8.66729,355.0,0.26586,0.10825,2.903062963,-0.6483651047,2,42.25,32362.133333333335,6,yes
0.438,3.0,7.0,0,14.16161,231.0,0.89845,0.25991,1.902317012,-0.0751598784,3,57.98,2511.6666666666665,0,yes
2.479,45.0,21.0,1,1.87724,674.0,0.26878,0.09179,-0.536868663,0.6944334773,3,38.58,105482.33333333333,0,yes
2.351,11.0,22.0,0,5.64321,434.0,0.97537,0.31462,3.758750756,-0.5363109395,12,39.21,75420.625,4,yes
1.226,14.0,6.0,0,6.67934,164.0,0.90768,0.26333,1.417600028,0.2389453174,20,39.67,30226.571428571428,13,yes
0.353,4.0,1.0,0,6.12221,410.0,0.25369,0.21177,0.000001,0.2794028648,9,44.91,5282.0,6,yes
1.148,44.0,15.0,0,9.83517,596.0,0.000001,0.000001,0.000001,8.9287582654,8,52.436,7685.088235294119,4,yes
1.124,51.0,28.0,0,25.52688,347.0,0.000001,0.000001,3.539126497,8.9528059138,8,59.0,2565.625,5,yes
2.443,28.0,37.0,0,16.44028,201.0,0.27091,0.11809,3.801393042,-1.5725891339,5,53.83,35767.333333333336,2,yes
1.629,38.0,17.0,0,2.21899,902.0,0.000001,0.000001,-0.042751593,0.9130822909,9,43.27,54655.166666666664,3,yes
1.758,19.0,27.0,1,17.74224,236.0,0.16145,0.10001,1.686276638,-0.8872426051,13,53.21,51115.0,11,yes
1.816,14.0,11.0,0,2.37464,579.0,0.9317,0.5213,1.180487046,-0.4040327464,9,42.33,50959.5,7,yes
6.302,62.0,27.0,0,2.46599,335.0,0.81242,0.19371,2.331615825,-2.3832533712,7,40.6,203375.0,2,yes
1.163,9.0,6.0,0,6.22159,598.0,0.22255,0.6862,1.005227882,-0.3397150076,6,37.42,544784.75,2,yes
1.584,7.0,20.0,0,0.21132,1430.0,0.87387,0.2911,2.908702881,-0.492218069,13,41.34,215179.16666666666,7,yes
1.023,18.0,12.0,0,13.92213,215.0,0.51148,0.13318,1.074849548,-0.1358388221,4,56.24,5742.333333333333,1,yes
0.456,8.0,4.0,0,1.89028,819.0,0.16214,0.6254,0.000001,0.1250766517,3,51.65,6415.0,0,yes
3.012,24.0,24.0,0,24.03161,236.0,0.26293,0.1149,3.42050986,-1.0874931179,15,43.97,54868.625,7,yes
1.416,4.0,12.0,0,0.12179,927.0,0.000001,0.000001,2.785751568,-0.4499465344,10,34.97,39954.22222222222,1,yes
5.773,93.0,26.0,0,14.66229,201.0,0.99897,0.94795,-0.420634577,0.4646954134,31,42.93,57663.96000000001,6,yes
1.703,41.0,26.0,0,4.74521,277.0,0.26003,0.26731,0.106976477,-1.1720551644,7,48.62,86154.0,4,yes
0.449,9.0,4.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.237127192,3,43.52,7712.0,1,yes
1.603,3.0,13.0,0,0.08332,869.0,0.1914,0.20783,2.994837104,-0.4279001894,7,35.0,80364.0,2,yes
5.008,72.0,59.0,0,2.02198,882.0,0.21536,0.41881,1.226494063,-2.2419749048,4,43.51,486251.3333333333,1,yes
4.639,37.0,29.0,0,2.00595,412.0,0.21339,0.15001,2.089708429,-1.2363909237,2,38.07,80579.0,1,yes
8.777,115.0,58.0,0,2.47811,399.0,0.53216,0.57092,1.15881505,-2.5235434792,13,37.63,94791.71428571429,6,yes
2.018,26.0,31.0,0,2.09532,954.0,0.000001,0.000001,0.22911554,-0.8615603264,5,39.27,318378.0,3,yes
4.605,59.0,24.0,1,3.48389,364.0,0.27005,0.79618,1.6846838,0.0991786778,13,37.18,26037.0,10,yes
1.931,33.0,11.0,0,25.09866,183.0,0.000001,0.000001,0.186503051,-0.1101539164,2,48.71,5474.5,0,yes
1.237,3.0,13.0,0,5.06284,172.0,0.94061,0.8489,2.763962737,-0.4499465344,3,44.72,71693.0,1,yes
1.258,14.0,24.0,0,22.76561,180.0,0.88489,0.51187,1.375469331,-0.8008724687,11,57.42,26014.333333333332,8,yes
1.559,37.0,12.0,0,9.22437,234.0,0.10813,0.12972,-0.824388946,0.2462213935,6,50.79,7572.666666666667,0,yes
3.718,14.0,9.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.1948527018,1,38.17,213898.0,0,yes
3.878,61.0,39.0,1,3.49323,252.0,0.79725,0.24438,0.715415752,-1.1796484204,6,52.1,29605.8,1,yes
2.762,17.0,11.0,0,3.57296,490.0,0.89376,0.61671,3.228909591,-0.492218069,13,37.88,12349.857142857143,6,yes
1.614,5.0,8.0,0,3.23784,500.0,0.87813,0.23021,3.656352858,0.000001,5,56.6,4993.0,4,yes
1.009,6.0,10.0,1,1.33317,566.0,0.87268,0.21837,3.72890648,0.0589374977,1,57.2,4315.0,0,yes
2.235,25.0,22.0,0,9.29036,203.0,0.17233,0.19078,1.455633177,0.000001,3,67.67,3881.3333333333335,0,yes
0.751,11.0,6.0,0,3.25446,618.0,0.31341,0.12485,2.457132685,0.6816992456,1,53.05,3900.0,0,yes
0.865,7.0,5.0,0,3.52813,482.0,0.82208,0.23521,2.546377919,-0.2956224973,5,50.39,9082.5,3,yes
2.693,34.0,26.0,0,3.75634,213.0,0.24536,0.38555,0.955748976,-0.8817930753,10,46.71,76889.5,8,yes
3.454,51.0,46.0,0,10.55164,491.0,0.96379,0.4561,2.069312639,-0.8286376329,13,55.06,16673.25,5,yes
1.498,24.0,4.0,0,13.06314,184.0,0.24797,0.12363,0.258035846,0.0864408673,10,41.34,17823.0,8,yes
0.614,1.0,3.0,0,1.03347,812.0,0.83742,0.49283,1.57359028,0.000001,3,37.36,2205.0,2,yes
0.775,12.0,7.0,0,4.61602,543.0,0.12036,0.18651,-0.598990097,0.5732798156,3,48.91,15207.0,0,yes
1.565,11.0,27.0,0,7.35613,439.0,0.2218,0.31462,2.118555108,-1.0893126276,9,57.08,12049.0,3,yes
4.895,45.0,29.0,0,0.97322,559.0,0.82038,0.21518,0.963874246,-1.5874063805,11,37.73,54300.57142857143,4,yes
3.158,75.0,20.0,1,0.70837,712.0,0.57579,0.25181,-0.963205033,0.9663019203,3,35.76,30081.5,1,yes
1.533,11.0,10.0,0,1.64915,429.0,0.71814,0.72461,2.833753781,-0.227663163,19,41.54,234497.72727272726,8,yes
1.622,20.0,11.0,0,0.54989,416.0,0.53349,0.8758,1.469016748,-0.4463048533,12,40.23,211431.25,4,yes
1.328,0.0,2.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,9,50.58,41472.6,4,yes
2.476,3.0,13.0,0,2.55624,463.0,0.25175,0.18619,4.609623395,-0.1394785526,15,37.23,81363.0,9,yes
3.307,15.0,13.0,0,4.01889,613.0,0.95444,0.85056,4.104908139,-0.4481253452,4,35.78,63999.666666666664,1,yes
3.245,28.0,38.0,1,5.33533,204.0,0.61351,0.31361,3.857967127,-1.6589852029,7,51.33,43914.75,3,yes
6.807,87.0,42.0,0,0.07579,1014.0,0.000001,0.000001,1.226349574,-0.6652492599,15,36.08,103224.75,11,yes
4.697,73.0,35.0,0,7.80777,242.0,0.14735,0.07872,0.554757186,0.1744255697,9,42.17,43260.5,3,yes
2.84,33.0,22.0,0,13.00256,235.0,0.11337,0.09363,2.435748976,-0.7292748341,17,49.98,77062.9375,1,yes
0.597,15.0,8.0,1,2.77267,528.0,0.000001,0.000001,-0.004520138,0.2389453174,7,43.33,6566.5,5,yes
0.617,6.0,10.0,0,11.57316,206.0,0.17855,0.11262,1.891599924,-0.3397150076,3,51.37,38402.5,1,yes
1.576,42.0,23.0,1,36.23687,204.0,0.09186,0.14299,-0.777698889,0.000001,3,59.89,8642.0,1,yes
1.061,14.0,6.0,0,3.18088,174.0,0.34214,0.21906,0.62616319,-0.1394785526,19,48.15,51259.5,9,yes
1.306,9.0,6.0,0,3.6296,518.0,0.77234,0.09555,2.487102784,0.000001,2,39.65,61294.0,1,yes
2.215,50.0,32.0,1,10.44503,208.0,0.000001,0.000001,-0.999660554,0.6117192622,14,61.84,16079.0,12,yes
1.488,25.0,10.0,0,4.98533,172.0,0.16218,0.16168,-1.673175824,-1.0231683683,11,40.57,112822.2,6,yes
2.296,23.0,18.0,0,1.90467,586.0,0.73601,0.26791,1.980734544,-1.1334093185,3,41.16,298771.0,1,yes
2.424,33.0,12.0,0,2.91324,616.0,0.11643,0.1211,0.580233948,-0.4849406854,11,40.36,103598.83333333333,5,yes
2.29,30.0,13.0,0,2.03021,599.0,0.7413,0.18974,0.719295529,-0.7090454031,29,37.17,199443.28571428574,15,yes
